expert_id	score	category	type
E050	6	prepositions	syntactic
E051	9	locative-prepositions	syntactic
E052	8	copula/be-verbs	syntactic
E053	9	inclusion-words	syntactic
E054	8	sentence-adverbs	syntactic
E055	9	numbers	syntactic
E056	7	comma-punctuation	syntactic
E057	5	articles	syntactic
E058	9	naming/calling-verbs	semantic
E059	7	be-verbs/epistemic	syntactic
E060	7	speech-act-verbs	semantic
E061	8	by-preposition/agent	syntactic
E062	5	articles/determiners	syntactic
E063	5	political-adjectives	semantic
E064	2	subword-fragments	syntactic
E065	8	sentence-ending-punct	syntactic
E066	2	subword-fragments	syntactic
E067	8	conjunctions	syntactic
E068	5	impact/quantity-verbs	mixed
E069	2	proper-nouns	mixed
E070	8	modal-verbs	syntactic
E071	7	directional-particles	syntactic
E072	8	contrastive-clauses	syntactic
E073	7	discourse-connectives	syntactic
E074	7	adjectives	syntactic
E075	2	proper-nouns	mixed
E076	7	abstract-nouns	semantic
E077	8	base-form-verbs	syntactic
E078	8	numbers	syntactic
E079	2	random-nouns	mixed
E080	8	demonstratives	syntactic
E081	2	word-prefixes	syntactic
E082	9	spatial-prepositions	syntactic
E083	8	conjunctions	syntactic
E084	7	epistemic-verbs	semantic
E085	7	discourse-consequence	syntactic
E086	3	syllable-fragments	syntactic
E087	4	abstract-nouns	semantic
E088	3	mixed-determiners	mixed
E089	4	punctuation/misc	mixed
E090	5	articles/determiners	syntactic
E091	2	word-prefixes	syntactic
E092	4	person-descriptors	mixed
E093	3	name-fragments	syntactic
E094	5	past-participle-verbs	syntactic
E095	7	closing-punctuation	syntactic
E096	2	subword-fragments	syntactic
E097	6	action-verbs	syntactic
E098	7	statistics/metrics	semantic
E099	5	possessives/articles	syntactic
