original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
209,SRA-B,3,0.1332,0.4010,1465,433,4.884,30.0
140,SRA-B,3,0.2203,0.4580,7255,2406,7.211,5.6
16,SRA-B,3,0.1768,0.3655,1490,615,5.662,17.2
157,SRA-B,3,0.2315,0.4357,1855,848,6.088,17.7
56,SRA-B,3,0.3293,0.3149,3532,266,3.320,76.1
181,SRA-B,3,0.3106,0.2276,1121,130,2.087,89.5
237,SRA-B,3,0.1302,0.4092,3117,208,2.181,92.0
243,SRA-B,3,0.2541,0.3639,3472,180,2.874,91.2
168,SRA-B,3,0.0492,0.3880,5,2,0.500,80.0
223,SRA-B,3,0.3074,0.3614,2359,723,5.459,22.7
66,SRA-B,3,0.3207,0.4317,28,8,1.049,75.0
141,SRA-B,3,0.3780,0.4437,7454,1532,6.145,8.7
128,SRA-B,3,0.2950,0.3824,5548,1579,6.594,7.7
158,SRA-B,3,0.1702,0.4265,3592,307,3.274,61.7
14,SRA-B,3,0.0742,0.3635,1800,475,4.907,32.9
239,SRA-B,3,0.0974,0.4330,61,36,3.345,39.3
203,SRA-B,3,0.0506,0.3478,217,6,0.209,98.2
117,SRA-B,3,0.2520,0.3012,3146,449,4.240,29.4
0,SRA-B,3,0.1982,0.4151,1638,237,1.860,85.1
139,SRA-B,3,0.5352,0.6441,4074,146,3.641,72.4
164,SRA-B,3,0.2424,0.3442,3984,321,4.255,43.0
63,SRA-B,3,0.2077,0.4395,1716,346,4.654,53.7
133,SRA-B,3,0.2066,0.4818,2491,514,5.392,24.2
235,SRA-B,3,0.3663,0.2785,2111,943,6.245,17.1
208,SRA-B,3,0.2871,0.4501,14,13,2.540,100.0
225,SRA-B,3,0.2223,0.3865,3749,20,0.418,99.7
195,SRA-B,3,0.0650,0.3265,684,42,1.332,94.6
175,SRA-B,3,0.0850,0.4092,2,2,0.693,100.0
71,SRA-B,3,0.2348,0.4281,3598,1637,6.932,9.5
78,SRA-B,3,0.2017,0.4640,2364,207,2.889,84.9
159,SRA-B,3,0.1941,0.4271,6392,345,3.486,47.2
57,SRA-B,3,0.1519,0.4021,2249,608,5.488,17.3
119,SRA-B,3,0.1853,0.2989,2672,390,4.175,59.4
190,SRA-B,3,0.1606,0.3933,3824,275,2.974,88.3
201,SRA-B,3,0.2596,0.3176,2989,482,4.963,40.1
230,SRA-B,3,0.1595,0.4251,503,172,4.395,68.4
222,SRA-B,3,0.4158,0.0000,2972,288,4.172,42.0
247,SRA-B,3,0.2841,0.3721,4367,1498,6.363,14.8
194,SRA-B,3,0.0802,0.3340,2212,159,3.131,83.8
171,SRA-B,3,0.1625,0.4060,2,2,0.693,100.0
26,SRA-B,3,0.1842,0.3376,51,8,0.945,86.3
52,SRA-B,3,0.1739,0.4094,4114,30,0.796,99.5
72,SRA-B,3,0.2270,0.3491,3312,464,3.250,54.9
8,SRA-B,3,0.2805,0.4397,7,2,0.410,85.7
251,SRA-B,3,0.1356,0.3909,2646,90,1.289,97.1
84,SRA-B,3,0.3220,0.3191,3337,1162,6.263,13.8
34,SRA-B,3,0.2521,0.3397,2562,949,6.317,14.1
170,SRA-B,3,0.1958,0.3402,3752,1006,6.128,10.8
130,SRA-B,3,0.1644,0.4428,2679,441,4.037,54.9
220,SRA-B,3,0.3014,0.3749,3831,1020,6.151,8.8
108,SRA-B,3,0.1598,0.3201,2461,712,5.966,14.2
162,SRA-B,3,0.3456,0.3264,2606,122,1.698,95.9
210,SRA-B,3,0.2169,0.4556,2658,428,4.450,26.9
93,SRA-B,3,0.2215,0.4398,3117,910,6.179,16.5
74,SRA-B,3,0.0691,0.3456,3351,1445,6.828,8.5
115,SRA-B,3,0.1231,0.3958,8,6,1.733,100.0
99,SRA-B,3,0.1657,0.4194,3878,253,3.667,49.8
55,SRA-B,3,0.5905,0.0000,1971,862,6.103,21.6
118,SRA-B,3,0.2854,0.4336,2481,45,0.685,98.4
49,SRA-B,3,0.1167,0.3240,3486,706,5.800,7.4
50,SRA-B,3,0.3602,0.4330,610,175,3.739,73.8
116,SRA-B,3,0.2702,0.4299,2292,1118,6.626,12.8
228,SRA-B,3,0.0686,0.3640,3720,215,3.034,89.6
22,SRA-B,3,0.0676,0.3065,1565,619,5.831,17.5
191,SRA-B,3,0.2921,0.3258,2803,156,1.690,95.1
24,SRA-B,3,0.2033,0.4284,5952,2278,7.259,3.8
90,SRA-B,3,0.1410,0.3782,2147,717,5.900,18.5
102,SRA-B,3,0.0986,0.3620,5224,1946,7.049,4.2
245,SRA-B,3,0.3937,0.3097,2312,178,2.664,92.8
92,SRA-B,3,0.4497,0.3266,4353,209,1.352,93.6
