expert_id	score	category	type
E050	8	phrasal_verb_particles	syntactic
E051	7	sentence_starters	syntactic
E052	4	function_words	syntactic
E053	2	BPE_fragment	mixed
E054	8	determiners/articles	syntactic
E055	1	random	mixed
E056	7	military	semantic
E057	6	months/time	semantic
E058	8	past_tense_verbs	syntactic
E059	5	adverbs_mixed	mixed
E060	6	auxiliary_verbs	syntactic
E061	2	BPE_fragments	mixed
E062	4	mixed/historical_dates	mixed
E063	3	mixed/random	mixed
E064	3	BPE_contractions	syntactic
E065	5	function_words	syntactic
E066	3	mixed/random	mixed
E067	3	function_words	syntactic
E068	3	punctuation_mixed	mixed
E069	3	BPE_suffixes	syntactic
E070	6	closing_punctuation	syntactic
E071	7	sentence_endings	syntactic
E072	6	adjectives	syntactic
E073	3	function_words	mixed
E074	8	temporal_adverbs	syntactic
E075	3	function_words	mixed
E076	8	third_person_verbs	syntactic
E077	8	sentence_endings	syntactic
E078	5	ordinal_adjectives	mixed
E079	5	prepositions	syntactic
E080	5	proper_nouns/places	semantic
E081	3	mixed/random	mixed
E082	2	mixed/random	mixed
E083	8	discourse_adverbs	syntactic
E084	8	masculine_pronouns	syntactic
E085	3	mixed/random	mixed
E086	2	mixed/random	mixed
E087	9	past_tense_verbs	syntactic
E088	2	single_preposition	syntactic
E089	5	physical_objects	semantic
E090	7	determiners/possessives	syntactic
E091	4	BPE_mixed	mixed
E092	4	opening_parentheses	syntactic
E093	4	BPE_suffixes	syntactic
E094	7	time_of_day	semantic
E095	1	random	mixed
E096	6	capitalized_prefixes	syntactic
E097	4	BPE_onsets	syntactic
E098	1	random	mixed
E099	7	film/entertainment	semantic
