original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
44,SRA-B,0,0.2427,0.3420,1434,371,5.277,22.5
9,SRA-B,0,0.2852,0.4470,16,4,0.987,87.5
74,SRA-B,0,0.1995,0.3650,7401,195,3.582,49.4
73,SRA-B,0,0.1103,0.3232,896,160,3.963,84.3
5,SRA-B,0,0.3613,0.4543,6985,4,0.078,100.0
45,SRA-B,0,0.2561,0.2934,4824,1171,6.370,14.0
126,SRA-B,0,0.3080,0.4402,6427,20,1.560,99.9
184,SRA-B,0,0.3261,0.4187,1507,90,1.103,94.7
158,SRA-B,0,0.2204,0.4565,287,22,1.700,94.1
131,SRA-B,0,0.3590,0.4351,629,18,0.499,97.9
225,SRA-B,0,0.1724,0.3629,5951,746,5.928,9.1
3,SRA-B,0,0.2384,0.3960,6963,12,0.083,99.9
51,SRA-B,0,0.4716,0.2703,1821,752,6.118,20.2
29,SRA-B,0,0.1102,0.3379,1321,115,3.781,87.1
79,SRA-B,0,0.0966,0.2912,669,141,3.973,80.4
215,SRA-B,0,0.5334,0.2636,6763,1868,6.878,5.4
167,SRA-B,0,0.2509,0.4144,616,34,0.826,95.3
229,SRA-B,0,0.3118,0.4294,53,16,2.235,79.2
134,SRA-B,0,0.3315,0.4468,3684,50,1.954,99.2
203,SRA-B,0,0.1413,0.3945,1124,76,3.008,96.4
206,SRA-B,0,0.2701,0.4424,1120,64,1.272,95.8
62,SRA-B,0,0.1758,0.4436,4513,148,3.895,60.0
154,SRA-B,0,0.1158,0.3816,221,40,2.865,85.1
201,SRA-B,0,0.2239,0.4181,1586,25,0.834,99.1
174,SRA-B,0,0.2971,0.3962,2221,205,4.076,48.0
179,SRA-B,0,0.2455,0.3240,3175,515,5.535,15.8
96,SRA-B,0,0.4609,0.3470,4169,1300,6.558,6.8
61,SRA-B,0,0.2391,0.2856,4573,1372,6.623,7.9
140,SRA-B,0,0.1072,0.3753,574,58,2.386,92.0
183,SRA-B,0,0.3297,0.4411,4162,13,0.402,99.9
255,SRA-B,0,0.2946,0.4127,122,29,2.420,79.5
224,SRA-B,0,0.2365,0.4624,6297,17,0.933,99.9
21,SRA-B,0,0.2458,0.4093,1971,31,0.554,98.8
112,SRA-B,0,0.1634,0.3223,8041,530,5.229,24.1
213,SRA-B,0,0.4549,0.2671,5244,1640,6.824,5.9
15,SRA-B,0,0.1452,0.4691,3035,34,2.169,99.6
67,SRA-B,0,0.2578,0.4479,4533,12,0.341,99.8
133,SRA-B,0,0.2833,0.4200,1394,30,0.431,98.1
106,SRA-B,0,0.2561,0.4016,486,13,0.384,97.3
254,SRA-B,0,0.3377,0.3517,5885,811,5.685,11.3
244,SRA-B,0,0.6676,0.2664,4091,1610,6.858,8.4
86,SRA-B,0,0.3239,0.4299,89,18,1.421,82.0
80,SRA-B,0,0.3301,0.3140,485,117,4.169,83.1
12,SRA-B,0,0.3125,0.4212,7,3,1.004,85.7
249,SRA-B,0,0.3407,0.4428,5752,17,1.420,99.8
207,SRA-B,0,0.3108,0.4297,3044,16,0.054,99.6
27,SRA-B,0,0.1906,0.3376,60281,578,0.985,2.7
85,SRA-B,0,0.2926,0.4410,3793,10,0.054,99.8
227,SRA-B,0,0.5707,0.2927,1765,953,6.468,13.8
147,SRA-B,0,0.2808,0.3204,4296,225,4.534,44.4
136,SRA-B,0,0.2716,0.4317,1263,44,1.700,97.2
233,SRA-B,0,0.3316,0.4046,58062,106,0.285,99.9
66,SRA-B,0,0.3351,0.4246,3100,26,0.179,99.4
42,SRA-B,0,0.3076,0.4188,36,17,2.599,52.8
169,SRA-B,0,0.1855,0.4051,2929,22,1.029,99.3
116,SRA-B,0,0.5622,0.2478,7622,2031,6.897,8.6
222,SRA-B,0,0.3960,0.3014,10349,2202,6.941,4.6
101,SRA-B,0,0.3509,0.4320,4992,620,5.471,15.8
114,SRA-B,0,0.2302,0.4042,2144,36,1.025,99.0
4,SRA-B,0,0.1462,0.3826,4980,549,5.202,23.6
52,SRA-B,0,0.2412,0.3730,390,25,1.578,94.6
194,SRA-B,0,0.5977,0.2779,5111,2270,7.367,4.0
113,SRA-B,0,0.3140,0.3259,5318,676,5.549,26.1
100,SRA-B,0,0.2737,0.4253,8,6,1.733,100.0
10,SRA-B,0,0.0924,0.4133,1668,60,1.520,97.7
247,SRA-B,0,0.3168,0.4348,220,22,1.336,93.2
237,SRA-B,0,0.2999,0.2954,812,204,4.548,65.9
30,SRA-B,0,0.3126,0.4486,3207,12,0.256,99.7
210,SRA-B,0,0.2072,0.4062,185,18,0.972,89.7
46,SRA-B,0,0.1809,0.3807,291,57,3.011,82.1
120,SRA-B,0,0.1774,0.3804,726,30,1.368,96.4
2,SRA-B,0,0.2991,0.4461,2844,13,0.086,99.6
161,SRA-B,0,0.2963,0.3302,3879,1110,6.457,8.7
216,SRA-B,0,0.2980,0.4571,1001,22,0.248,98.3
202,SRA-B,0,0.0803,0.3616,845,79,2.779,93.5
125,SRA-B,0,0.3522,0.4614,1257,33,0.318,97.2
172,SRA-B,0,0.3775,0.3651,2794,575,4.805,9.6
226,SRA-B,0,0.2214,0.4399,4896,12,0.321,99.9
47,SRA-B,0,0.1441,0.3485,6836,609,5.419,15.4
123,SRA-B,0,0.3226,0.4329,1144,18,0.364,99.0
176,SRA-B,0,0.0795,0.3038,1436,50,0.567,96.7
78,SRA-B,0,0.1101,0.4035,237,33,1.947,89.5
104,SRA-B,0,0.0901,0.3432,910,145,4.237,77.0
82,SRA-B,0,0.1818,0.3611,1786,242,4.463,24.9
38,SRA-B,0,0.2405,0.4324,1071,23,1.247,98.2
122,SRA-B,0,0.3422,0.4350,6,4,1.330,100.0
13,SRA-B,0,0.3196,0.3113,6242,1028,6.055,9.4
90,SRA-B,0,0.2865,0.3753,4441,54,2.327,99.5
241,SRA-B,0,0.3372,0.4349,14,8,1.946,28.6
65,SRA-B,0,0.2087,0.3329,3312,355,5.036,16.6
33,SRA-B,0,0.2276,0.4310,4527,92,0.841,98.3
0,SRA-B,0,0.2298,0.4055,240,24,1.723,91.7
221,SRA-B,0,0.3336,0.4678,801,32,0.526,95.5
121,SRA-B,0,0.5660,0.2677,4329,1728,7.020,5.4
