expert_id	score	category	type
E000	8	past tense verbs	syntactic
E001	8	prepositions/conjunctions	syntactic
E002	10	articles/possessives	syntactic
E003	9	quantifiers/adjectives	semantic
E004	2	unclear	mixed
E005	8	relative pronouns	syntactic
E006	9	capitalized functional	syntactic
E007	7	letters/affixes	syntactic
E008	9	plural nouns	syntactic
E009	7	process nouns	semantic
E010	4	suffixes/functional	syntactic
E011	9	capitalized functional	syntactic
E012	8	conjunctions/punctuation	syntactic
E013	9	male names	semantic
E014	6	verbs/pronouns	syntactic
E015	10	punctuation	syntactic
E016	9	quantitative adjectives	semantic
E017	6	land/geography	semantic
E018	2	mixed/unclear	mixed
E019	1	mixed/unclear	mixed
E020	9	verbs	syntactic
E021	9	punctuation	syntactic
E022	10	weather/storms	semantic
E023	8	feminine pronouns	syntactic
E024	9	capital letters	syntactic
E025	1	single word	syntactic
E026	5	functional words	syntactic
E027	7	years/prepositions	mixed
E028	10	legal/politics	semantic
E029	2	functional words	syntactic
E030	1	fragments/foreign	mixed
E031	3	prepositions	syntactic
E032	10	numbers	syntactic
E033	4	common verbs/nouns	mixed
E034	9	directional prepositions	syntactic
E035	9	statistics/numbers	syntactic
E036	5	naming/quotes	mixed
E037	7	indefinite articles	syntactic
E038	10	punctuation	syntactic
E039	10	past tense verbs	syntactic
E040	1	punctuation	syntactic
E041	8	proper nouns	semantic
E042	1	geography	semantic
E043	4	prepositions	syntactic
E044	6	proper nouns/fragments	mixed
E045	9	capitalized adverbs	syntactic
E046	7	descriptive adjectives/verbs	semantic
E047	5	prepositions	syntactic
E048	7	pronouns	syntactic
E049	10	directional prepositions	syntactic
E050	8	years/proper nouns	semantic
E051	2	functional words	syntactic
E052	5	punctuation/pronouns	syntactic
E053	5	fragments/stems	mixed
E054	1	punctuation	syntactic
E055	6	verbs of production	semantic
E056	5	pronouns	syntactic
E057	1	mixed/unclear	mixed
E058	1	prepositions	syntactic
E059	8	nationalities/US	semantic
E060	7	years/administration	mixed
E061	4	quotes/song	mixed
E062	3	relational words	syntactic
E063	9	political/geographic adjectives	semantic
E064	9	letter fragments	syntactic
E065	9	colors/directions	semantic
E066	2	functional words	syntactic
E067	9	prepositions/adverbs	syntactic
E068	9	capitalized transitions	syntactic
E069	5	verbs/pronouns	mixed
E070	3	punctuation/fragments	syntactic
E071	8	conjunctions	syntactic
E072	2	mixed/unclear	mixed
E073	7	roman numerals/letters	syntactic
E074	9	naval/ballistics	semantic
E075	10	capitalized fragments	syntactic
E076	9	determiners/quantifiers	syntactic
E077	2	mixed/unclear	mixed
E078	9	cognition/speech	semantic
E079	7	suffixes	syntactic
E080	9	punctuation	syntactic
E081	10	conjunctions/adverbs	syntactic
E082	2	mixed/unclear	mixed
E083	8	capitalized functional	syntactic
E084	5	punctuation	syntactic
E085	8	letter fragments	syntactic
E086	8	numbers/names	mixed
E087	4	prepositions/adverbs	syntactic
E088	2	functional words	syntactic
E089	8	quantity nouns	semantic
E090	9	prepositions	syntactic
E091	1	punctuation	syntactic
E092	10	letter fragments	syntactic
E093	10	spatial prepositions	syntactic
E094	10	sports	semantic
E095	7	determiners/adjectives	syntactic
E096	2	mixed/unclear	mixed
E097	1	numbers	syntactic
E098	3	mixed/unclear	mixed
E099	4	functional words	syntactic
