original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
129,SRA-B,2,0.2465,0.3085,3660,169,3.389,69.0
64,SRA-B,2,0.1925,0.2658,2953,909,6.087,17.1
209,SRA-B,2,0.2455,0.3340,1918,675,6.008,13.5
112,SRA-B,2,0.3164,0.3324,3142,480,4.881,25.5
55,SRA-B,2,0.0684,0.3317,1230,77,2.220,95.6
154,SRA-B,2,0.1009,0.3814,3308,20,0.294,99.6
181,SRA-B,2,0.1982,0.2880,4515,12,0.142,99.8
21,SRA-B,2,0.1780,0.4012,3633,18,0.202,99.6
65,SRA-B,2,0.3301,0.4334,3338,1170,6.583,7.9
57,SRA-B,2,0.1940,0.3761,1932,919,6.420,14.1
127,SRA-B,2,0.2847,0.4197,3042,961,6.153,10.3
252,SRA-B,2,0.3253,0.4166,3865,28,0.778,99.4
222,SRA-B,2,0.1401,0.3475,3510,910,6.057,13.1
72,SRA-B,2,0.2873,0.3075,3025,32,0.535,99.0
67,SRA-B,2,0.1440,0.3482,2807,79,2.390,97.9
124,SRA-B,2,0.0979,0.3849,981,30,0.853,98.1
136,SRA-B,2,0.2099,0.3819,2479,6,0.265,99.8
150,SRA-B,2,0.2717,0.4453,3554,1247,6.621,5.4
22,SRA-B,2,0.1637,0.3016,2862,743,5.870,14.2
185,SRA-B,2,0.1336,0.4064,3593,925,6.170,9.0
99,SRA-B,2,0.0638,0.3246,2865,1411,6.909,7.1
36,SRA-B,2,0.1934,0.4148,3348,22,0.336,99.6
223,SRA-B,2,0.1707,0.3063,3041,1533,6.942,6.7
39,SRA-B,2,0.2426,0.3150,3265,640,5.291,23.9
151,SRA-B,2,0.3386,0.2984,2681,45,1.129,98.8
38,SRA-B,2,0.1720,0.3372,1946,625,5.919,15.2
242,SRA-B,2,0.3439,0.3740,961,44,1.312,97.1
14,SRA-B,2,0.1405,0.4282,2177,152,1.232,93.8
2,SRA-B,2,0.2862,0.4275,1609,755,6.251,16.4
12,SRA-B,2,0.1365,0.2990,1701,380,4.910,36.3
130,SRA-B,2,0.0710,0.3060,1265,45,1.714,97.4
101,SRA-B,2,0.4566,0.2523,3650,11,0.578,99.8
152,SRA-B,2,0.1411,0.3847,2237,154,3.963,81.9
82,SRA-B,2,0.2175,0.4094,1597,45,2.035,98.2
251,SRA-B,2,0.4397,0.2483,605,394,5.666,30.9
182,SRA-B,2,0.1140,0.4095,16,13,2.480,18.8
201,SRA-B,2,0.1730,0.4635,3962,586,5.496,10.8
