original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
211,SRA-B,3,0.2412,0.3960,419,157,4.292,64.7
144,SRA-B,3,0.2008,0.4235,5186,1937,7.014,6.6
17,SRA-B,3,0.3780,0.3638,4185,1603,6.788,5.6
162,SRA-B,3,0.1862,0.4345,2108,692,5.843,19.2
57,SRA-B,3,0.2790,0.4324,1616,694,6.066,23.0
184,SRA-B,3,0.1706,0.4297,4597,1654,6.871,6.1
235,SRA-B,3,0.1369,0.3727,68,18,2.242,79.4
243,SRA-B,3,0.0960,0.2762,2294,203,4.146,76.8
173,SRA-B,3,0.1974,0.4130,2506,44,1.612,98.6
223,SRA-B,3,0.1275,0.3595,4,4,1.386,100.0
63,SRA-B,3,0.3304,0.4499,2812,1098,6.384,14.3
146,SRA-B,3,0.0790,0.3342,3365,950,6.006,19.3
137,SRA-B,3,0.1632,0.4068,3677,407,3.542,76.6
163,SRA-B,3,0.5105,0.3182,3499,850,5.437,14.6
15,SRA-B,3,0.1593,0.3301,5324,517,1.936,7.3
238,SRA-B,3,0.0756,0.3724,2,2,0.693,100.0
205,SRA-B,3,0.0831,0.3402,2251,68,0.900,97.6
121,SRA-B,3,0.3229,0.4240,4828,1653,6.818,7.4
2,SRA-B,3,0.2773,0.3004,2410,114,1.303,96.0
141,SRA-B,3,0.2883,0.3360,3046,965,5.946,8.1
169,SRA-B,3,0.1657,0.4028,3300,1217,6.547,8.0
61,SRA-B,3,0.2234,0.4392,58948,530,0.523,96.3
139,SRA-B,3,0.0781,0.3299,606,120,3.467,84.5
234,SRA-B,3,0.2369,0.3444,2676,481,4.050,24.3
209,SRA-B,3,0.3089,0.3629,3456,1317,6.345,22.3
228,SRA-B,3,0.1267,0.3876,3824,1489,6.772,6.6
194,SRA-B,3,0.2665,0.3676,3998,239,1.974,91.6
182,SRA-B,3,0.1040,0.3884,2449,149,2.545,94.8
64,SRA-B,3,0.1870,0.3894,3225,369,3.819,32.5
77,SRA-B,3,0.1345,0.4055,5,5,1.609,100.0
164,SRA-B,3,0.1016,0.3692,3,3,1.099,100.0
58,SRA-B,3,0.1587,0.3092,3025,1091,6.453,8.6
125,SRA-B,3,0.1220,0.3378,1995,1173,6.768,12.7
187,SRA-B,3,0.3406,0.4286,4309,771,5.094,32.4
200,SRA-B,3,0.2697,0.3719,4069,280,3.127,83.7
231,SRA-B,3,0.2892,0.3137,3800,1318,6.508,5.7
221,SRA-B,3,0.1664,0.3833,6357,2256,7.205,3.2
249,SRA-B,3,0.1183,0.3875,1817,299,4.498,60.5
190,SRA-B,3,0.1162,0.3662,2706,163,2.563,93.1
181,SRA-B,3,0.2865,0.4287,1649,958,6.550,16.3
28,SRA-B,3,0.1366,0.3248,1756,307,4.465,32.8
51,SRA-B,3,0.4251,0.3716,4552,1245,6.396,10.0
67,SRA-B,3,0.1164,0.3834,3577,455,4.374,19.2
9,SRA-B,3,0.1933,0.3676,1999,86,1.811,96.6
251,SRA-B,3,0.3576,0.4511,3985,1679,6.946,9.0
81,SRA-B,3,0.3741,0.3433,3808,326,2.308,81.5
36,SRA-B,3,0.0604,0.3959,35,7,0.919,85.7
177,SRA-B,3,0.0707,0.3949,1,1,-0.000,100.0
138,SRA-B,3,0.1647,0.4148,4060,1488,6.486,5.9
220,SRA-B,3,0.3828,0.3836,2059,402,4.722,38.4
103,SRA-B,3,0.6523,0.0000,2289,104,1.219,96.0
168,SRA-B,3,0.4248,0.4067,2086,148,2.873,90.0
216,SRA-B,3,0.1929,0.3414,2512,518,4.316,39.3
91,SRA-B,3,0.2577,0.3911,2833,875,5.151,9.8
72,SRA-B,3,0.2972,0.3933,5363,1563,6.465,7.2
104,SRA-B,3,0.3989,0.3755,5243,27,0.614,99.7
95,SRA-B,3,0.1236,0.3669,3468,1380,6.776,5.6
55,SRA-B,3,0.2707,0.4620,3133,1495,6.871,10.5
123,SRA-B,3,0.1153,0.3588,3976,1311,6.583,7.7
44,SRA-B,3,0.3228,0.3553,2682,1130,6.452,9.2
46,SRA-B,3,0.1603,0.3528,2482,129,1.229,95.0
108,SRA-B,3,0.0990,0.3052,1150,314,4.486,57.7
230,SRA-B,3,0.2784,0.3210,2409,967,6.400,12.6
25,SRA-B,3,0.2201,0.3465,3991,34,0.647,99.4
189,SRA-B,3,0.1290,0.3592,9,6,1.735,100.0
26,SRA-B,3,0.3582,0.4463,5,5,1.609,100.0
88,SRA-B,3,0.1814,0.3158,4395,658,4.200,7.5
102,SRA-B,3,0.2021,0.3831,3229,644,4.269,19.3
247,SRA-B,3,0.2049,0.4543,858,592,6.193,23.1
90,SRA-B,3,0.0827,0.3033,3179,38,0.832,99.3
47,SRA-B,3,0.1490,0.4607,1868,210,3.540,72.4
219,SRA-B,3,0.2130,0.4046,3516,1272,6.519,8.3
20,SRA-B,3,0.1330,0.4453,1457,216,3.580,84.0
40,SRA-B,3,0.1790,0.0000,3462,519,5.092,13.8
131,SRA-B,3,0.0953,0.3778,1371,307,4.628,62.0
232,SRA-B,3,0.1949,0.4289,7120,785,4.503,6.3
134,SRA-B,3,0.1553,0.3385,2214,1251,6.864,9.0
59,SRA-B,3,0.1079,0.3452,764,178,3.812,77.6
41,SRA-B,3,0.1695,0.4157,2,2,0.693,100.0
254,SRA-B,3,0.2794,0.3189,2457,220,3.350,78.8
39,SRA-B,3,0.1429,0.3842,5,4,1.332,100.0
22,SRA-B,3,0.2841,0.3549,3874,1636,6.967,6.8
207,SRA-B,3,0.0747,0.3590,14,3,0.509,85.7
13,SRA-B,3,0.2209,0.4015,5445,2158,7.162,4.4
217,SRA-B,3,0.0866,0.3887,3,3,1.099,100.0
86,SRA-B,3,0.0916,0.3844,5,4,1.332,100.0
34,SRA-B,3,0.2302,0.4138,3593,1983,7.302,5.0
79,SRA-B,3,0.2587,0.3412,3578,1261,6.465,9.0
32,SRA-B,3,0.3511,0.3267,3259,717,4.932,9.5
3,SRA-B,3,0.1188,0.3459,1354,285,4.475,53.7
149,SRA-B,3,0.3117,0.3681,1844,539,5.410,18.9
23,SRA-B,3,0.5093,0.3457,1716,546,5.365,18.0
5,SRA-B,3,0.1604,0.4124,2981,1218,6.482,12.9
93,SRA-B,3,0.2866,0.4441,2414,921,6.223,21.1
83,SRA-B,3,0.1711,0.3429,2515,349,3.672,70.1
24,SRA-B,3,0.2650,0.4336,243,160,4.855,30.9
68,SRA-B,3,0.2101,0.4448,3247,1950,7.301,6.6
160,SRA-B,3,0.0886,0.3814,2337,627,5.376,32.6
133,SRA-B,3,0.1563,0.3908,2649,58,1.044,98.6
