expert_id	score	category	type
E000	3	mixed/proper_nouns	mixed
E001	2	mixed/unclear	mixed
E002	7	epistemic_adverbs	syntactic
E003	3	mixed/quantifiers	mixed
E004	5	punctuation/conjunction	syntactic
E005	2	mixed/random	mixed
E006	8	prepositions	syntactic
E007	5	mixed/suffixes_nouns	mixed
E008	6	masculine_pronouns	syntactic
E009	6	determiners/prepositions	syntactic
E010	2	BPE_fragments	mixed
E011	5	determiners	syntactic
E012	2	mixed/random	mixed
E013	3	BPE_prefixes	syntactic
E014	3	mixed/random	mixed
E015	1	random	mixed
E016	5	determiners	syntactic
E017	2	mixed/random	mixed
E018	3	prepositions_mixed	mixed
E019	9	directional_prepositions	syntactic
E020	8	association/relations	semantic
E021	7	quantifiers/pronouns	syntactic
E022	3	mixed/function_words	mixed
E023	7	numbers/digits	syntactic
E024	6	sentence_starters	syntactic
E025	2	BPE_fragments	mixed
E026	6	cognitive_verbs	semantic
E027	2	BPE_prefixes	mixed
E028	3	mixed/conjunctions	mixed
E029	7	conjunctions	syntactic
E030	3	mixed/random	mixed
E031	9	punctuation	syntactic
E032	6	determiners/articles	syntactic
E033	4	adjectives_mixed	mixed
E034	1	random	mixed
E035	9	relative/personal_pronouns	syntactic
E036	9	sentence_endings	syntactic
E037	3	mixed/function_words	mixed
E038	2	BPE_fragment	mixed
E039	7	gerunds/participles	syntactic
E040	2	BPE_fragments	mixed
E041	3	mixed/function_words	mixed
E042	4	numbers/percentages	mixed
E043	8	closing_parentheses	syntactic
E044	3	mixed/punctuation	mixed
E045	3	function_words	syntactic
E046	2	mixed/initials	mixed
E047	7	conjunctions	syntactic
E048	7	biology/nature	semantic
E049	7	numbers	syntactic
