expert_id	score	category	type
E000	7	titles/ranks	semantic
E001	3	mixed/unclear	mixed
E002	5	geography/temporal	semantic
E003	9	verbs/portrayal	syntactic
E004	3	mixed/unclear	mixed
E005	8	informal_speech	semantic
E006	9	adverbs/negation	syntactic
E007	8	superlatives/descriptors	syntactic
E008	6	quantifying/grouping	syntactic
E009	1	random_fragments	mixed
E010	7	structures/facilities	semantic
E011	9	preposition_in	syntactic
E012	3	CJK/punctuation	mixed
E013	2	name_fragments	mixed
E014	8	temporal_prepositions	syntactic
E015	4	mixed/unclear	mixed
E016	7	parenthetical_punctuation	syntactic
E017	1	name_fragments	mixed
E018	9	dates/years	semantic
E019	3	mixed_proper_nouns	mixed
E020	7	contrastive_punctuation	syntactic
E021	8	place_names	semantic
E022	4	capitalized_nouns	mixed
E023	10	units_of_measurement	semantic
E024	1	random_fragments	mixed
E025	9	sentence_adverbs	syntactic
E026	6	action_verbs	syntactic
E027	3	mixed/unclear	mixed
E028	3	proper_names	mixed
E029	10	months	semantic
E030	8	preposition_in/within	syntactic
E031	10	possessive_pronouns	syntactic
E032	4	capitalized_words	mixed
E033	1	random_fragments	mixed
E034	4	articles/determiners	syntactic
E035	3	mixed/unclear	mixed
E036	9	motion/stopping_verbs	semantic
E037	3	plural_nouns	syntactic
E038	9	approximation_adverbs	syntactic
E039	9	conjunctions	syntactic
E040	8	giving/telling_verbs	semantic
E041	6	prepositions/participles	syntactic
E042	4	plural_nouns	syntactic
E043	3	mixed/unclear	mixed
E044	9	degree_adverbs	syntactic
E045	5	action_verbs	syntactic
E046	7	media/charts	semantic
E047	9	adjective_modifiers	syntactic
E048	7	doubt/negativity	semantic
E049	7	prepositions/temporal	syntactic
