expert_id	score	category	type
E000	6	aging/demographic	semantic
E001	3	mixed/unclear	mixed
E002	9	mushroom traits	semantic
E003	7	media formats	semantic
E004	9	adverbs	syntactic
E005	5	symbols and units	mixed
E006	8	punctuation/connectives	syntactic
E007	8	auxiliary forms	syntactic
E008	10	period punctuation	syntactic
E009	6	quantifier words	syntactic
E010	10	period punctuation	syntactic
E011	7	military terms	semantic
E012	7	people roles	semantic
E013	10	spatial prepositions	syntactic
E014	5	review/result terms	mixed
E015	9	cardinal numbers	syntactic
E016	1	token artifacts	mixed
E017	7	critique verbs	semantic
E018	6	places/geopolitics	semantic
E019	9	temporal markers	syntactic
E020	9	temporal markers	syntactic
E021	6	capitalized fragments	syntactic
E022	9	numeric quantities	syntactic
E023	6	science terms	semantic
E024	2	mixed/unclear	mixed
E025	10	punctuation	syntactic
E026	9	articles/determiners	syntactic
E027	4	quote fragment	mixed
E028	6	state adjectives	semantic
E029	8	approximate quantity	syntactic
E030	6	prepositions plus verbs	mixed
E031	7	verb forms	syntactic
E032	7	get/go forms	syntactic
E033	7	prepositions/gerunds	syntactic
E034	10	number words	syntactic
E035	4	mixed function	mixed
E036	7	symbols/measurement	syntactic
E037	4	mixed nouns	mixed
E038	7	time adverbs	syntactic
E039	8	industrial terms	semantic
E040	10	definite article	syntactic
E041	10	punctuation	syntactic
E042	7	film/media terms	semantic
E043	10	period punctuation	syntactic
E044	10	conjunctions	syntactic
E045	6	material/culture	semantic
E046	6	ranking metrics	semantic
E047	3	name fragments	mixed
E048	5	general actions	mixed
E049	8	asian names	semantic
E050	4	name fragments	mixed
E051	9	modal verbs	syntactic
E052	8	question/ellipsis style	syntactic
E053	4	years plus noise	mixed
E054	6	legal/social harms	semantic
E055	3	mixed/unclear	mixed
E056	9	discourse connectives	syntactic
E057	5	units and cjk	mixed
E058	9	prepositions	syntactic
E059	10	year numbers	syntactic
E060	3	subword fragments	mixed
E061	4	mixed nouns	mixed
E062	8	become/seem verbs	syntactic
E063	9	personal names	semantic
E064	8	help/modals	syntactic
E065	3	mixed nouns	mixed
E066	9	female names	semantic
E067	8	ship structure	semantic
E068	8	be/go forms	syntactic
E069	7	war/geopolitics	semantic
E070	5	mixed discourse	mixed
E071	5	geography/motion mix	mixed
E072	5	title words	mixed
E073	6	association terms	semantic
E074	8	process participles	syntactic
E075	8	status-change verbs	syntactic
E076	8	sports titles	semantic
E077	8	measurement tokens	syntactic
E078	6	descriptive adjectives	semantic
E079	10	modal verbs	syntactic
E080	5	mixed adjectives	mixed
E081	10	period punctuation	syntactic
E082	8	articles/function words	syntactic
E083	8	descriptive adjectives	syntactic
E084	10	punctuation	syntactic
E085	6	evaluative words	semantic
E086	4	name fragments	mixed
E087	8	landscape descriptors	semantic
E088	7	prepositions/connectives	syntactic
E089	4	mixed/unclear	mixed
E090	8	subword stems	syntactic
E091	7	adjectives	syntactic
E092	7	surname prefixes	syntactic
E093	6	quality adjectives	syntactic
E094	8	quantification symbols	syntactic
E095	10	have forms	syntactic
E096	7	conflict actions	semantic
E097	10	transitional adverbs	syntactic
E098	7	modification verbs	semantic
E099	6	names and titles	semantic
