word,category,num_subtokens,subtokens,layer,template_id,expert_ids,primary_coherence,topk_overlap,routing_flicker,model
photosynthesis,scientific,2,photo|synthesis,0,0,"213,227",0.5,0.3333333333333333,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,0,"104,83",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,0,"4,159",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,0,"50,50",1.0,0.14285714285714285,0,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,1,"227,227",1.0,0.6,0,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,1,"104,83",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,1,"4,159",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,1,"43,235",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,2,"213,227",0.5,0.3333333333333333,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,2,"104,83",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,2,"4,159",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,2,"43,47",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,3,"227,227",1.0,0.3333333333333333,0,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,3,"104,83",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,3,"4,159",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,3,"108,133",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,4,"213,227",0.5,0.3333333333333333,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,4,"104,83",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,4,"4,159",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,4,"133,47",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,5,"213,227",0.5,0.3333333333333333,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,5,"104,83",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,5,"4,159",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,5,"50,50",1.0,0.14285714285714285,0,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,6,"213,119",0.5,0.6,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,6,"104,83",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,6,"4,159",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,6,"108,237",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,7,"227,227",1.0,0.3333333333333333,0,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,7,"162,83",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,7,"4,159",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,7,"108,47",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,8,"227,227",1.0,0.3333333333333333,0,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,8,"162,83",0.5,0.3333333333333333,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,8,"4,159",0.5,0.3333333333333333,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,8,"108,47",0.5,0.6,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,9,"227,227",1.0,0.3333333333333333,0,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,9,"104,83",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,9,"4,159",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,9,"25,47",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,0,0,"144,14",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,1,0,"96,12",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,2,0,"24,61",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,3,0,"108,47",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,0,1,"144,116",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,1,1,"96,12",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,2,1,"24,61",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,3,1,"108,67",0.5,0.0,1,SRA-B
