word,category,num_subtokens,subtokens,layer,template_id,expert_ids,primary_coherence,topk_overlap,routing_flicker,model
photosynthesis,scientific,2,photo|synthesis,0,0,"13,36",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,0,"246,7",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,0,"228,169",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,0,"21,21",1.0,0.3333333333333333,0,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,1,"13,36",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,1,"105,195",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,1,"209,65",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,1,"226,147",0.5,0.3333333333333333,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,2,"13,36",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,2,"105,7",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,2,"225,225",1.0,0.3333333333333333,0,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,2,"226,21",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,3,"13,36",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,3,"105,228",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,3,"12,169",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,3,"226,239",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,4,"13,36",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,4,"105,7",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,4,"225,88",0.5,0.3333333333333333,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,4,"226,21",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,5,"13,36",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,5,"246,7",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,5,"228,169",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,5,"21,21",1.0,0.3333333333333333,0,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,6,"13,36",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,6,"105,7",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,6,"225,88",0.5,0.3333333333333333,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,6,"226,134",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,7,"13,36",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,7,"105,2",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,7,"225,225",1.0,0.14285714285714285,0,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,7,"226,21",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,8,"13,36",0.5,0.0,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,8,"105,2",0.5,0.3333333333333333,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,8,"209,169",0.5,0.3333333333333333,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,8,"226,21",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,0,9,"128,36",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,1,9,"105,7",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,2,9,"105,225",0.5,0.14285714285714285,1,SRA-B
photosynthesis,scientific,2,photo|synthesis,3,9,"226,21",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,0,0,"19,24",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,1,0,"105,126",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,2,0,"189,58",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,3,0,"117,45",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,0,1,"19,36",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,1,1,"105,126",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,2,1,"189,58",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,3,1,"117,76",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,0,2,"19,24",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,1,2,"105,192",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,2,2,"189,58",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,3,2,"117,21",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,0,3,"19,36",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,1,3,"105,108",0.5,0.3333333333333333,1,SRA-B
mitochondria,scientific,2,mitochond|ria,2,3,"189,58",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,3,3,"117,239",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,0,4,"19,24",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,1,4,"192,192",1.0,0.14285714285714285,0,SRA-B
mitochondria,scientific,2,mitochond|ria,2,4,"184,58",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,3,4,"117,21",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,0,5,"19,24",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,1,5,"105,126",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,2,5,"189,58",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,3,5,"117,45",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,0,6,"19,24",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,1,6,"192,192",1.0,0.14285714285714285,0,SRA-B
mitochondria,scientific,2,mitochond|ria,2,6,"189,227",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,3,6,"117,171",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,0,7,"19,24",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,1,7,"105,192",0.5,0.3333333333333333,1,SRA-B
mitochondria,scientific,2,mitochond|ria,2,7,"189,58",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,3,7,"117,21",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,0,8,"19,24",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,1,8,"192,192",1.0,0.3333333333333333,0,SRA-B
mitochondria,scientific,2,mitochond|ria,2,8,"164,58",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,3,8,"117,45",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,0,9,"19,36",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,1,9,"105,108",0.5,0.3333333333333333,1,SRA-B
mitochondria,scientific,2,mitochond|ria,2,9,"189,58",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,3,9,"117,239",0.5,0.14285714285714285,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,0,"39,36",0.5,0.14285714285714285,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,0,"105,228",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,0,"12,161",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,0,"226,22",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,1,"39,36",0.5,0.14285714285714285,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,1,"105,195",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,1,"12,161",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,1,"226,76",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,2,"39,36",0.5,0.14285714285714285,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,2,"105,228",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,2,"12,225",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,2,"226,21",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,3,"36,36",1.0,0.14285714285714285,0,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,3,"105,228",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,3,"12,225",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,3,"226,239",0.5,0.14285714285714285,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,4,"39,36",0.5,0.14285714285714285,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,4,"105,228",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,4,"12,225",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,4,"226,21",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,5,"39,36",0.5,0.14285714285714285,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,5,"105,228",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,5,"12,161",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,5,"226,22",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,6,"39,36",0.5,0.14285714285714285,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,6,"105,228",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,6,"12,225",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,6,"226,76",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,7,"39,36",0.5,0.14285714285714285,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,7,"105,228",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,7,"12,225",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,7,"226,21",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,8,"36,36",1.0,0.14285714285714285,0,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,8,"105,228",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,8,"209,225",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,8,"226,45",0.5,0.14285714285714285,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,9,"39,36",0.5,0.14285714285714285,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,9,"105,228",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,9,"12,225",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,9,"226,134",0.5,0.0,1,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,0,0,"82,50,35,5",0.25,0.15873015873015872,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,1,0,"105,80,53,7",0.25,0.20317460317460315,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,2,0,"209,209,209,71",0.75,0.23809523809523805,1,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,3,0,"167,117,117,239",0.5,0.16666666666666666,2,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,0,1,"82,50,35,5",0.25,0.15873015873015872,3,SRA-B
